Recording,10830mWh
Current Setpoint,1000
Low Voltage Stop,2900
Seconds, Voltage, Current, mAh, mWh
8107.427125,3.615,999,2254.841,8718.069
8108.4277503,3.615,999,2255.119,8719.072
8109.4279371,3.615,1000,2255.399,8720.085
8110.4287953,3.615,1000,2255.675,8721.079
8111.4296003,3.613,1000,2255.952,8722.082
8112.4143529,3.615,1000,2256.23,8723.085
8113.4359849,3.615,1000,2256.508,8724.088
8114.4288144,3.615,999,2256.786,8725.092
8115.4373779,3.615,999,2257.063,8726.095
8116.4280193,3.615,999,2257.341,8727.098
8117.4122528,3.615,1000,2257.619,8728.101
8118.4292322,3.613,999,2257.897,8729.105
8119.4155311,3.613,999,2258.174,8730.108
8120.4272365,3.613,999,2258.452,8731.111
8121.4130945,3.615,999,2258.73,8732.114
8122.4176641,3.613,999,2259.008,8733.118
8123.4251797,3.615,999,2259.286,8734.121
8124.4116547,3.613,1000,2259.563,8735.124
8125.4059549,3.615,1000,2259.841,8736.127
8126.4116492,3.615,999,2260.119,8737.13
8127.4118842,3.613,999,2260.397,8738.133
8128.4120148,3.615,999,2260.674,8739.137
8129.4117684,3.613,999,2260.952,8740.14
8130.3957806,3.615,999,2261.23,8741.143
8131.4124195,3.613,999,2261.508,8742.146
8132.3965657,3.613,999,2261.786,8743.149
8133.4099571,3.615,1000,2262.063,8744.152
8134.3980391,3.613,999,2262.341,8745.155
8135.3966601,3.615,1000,2262.619,8746.158
8136.3999492,3.615,999,2262.897,8747.161
8137.396603,3.613,1000,2263.175,8748.164
8138.3805091,3.613,999,2263.452,8749.167
8139.3956441,3.615,999,2263.73,8750.17
8140.3960915,3.613,999,2264.008,8751.173
8141.3966047,3.613,999,2264.286,8752.176
8142.3961806,3.613,999,2264.563,8753.179
8143.3811946,3.613,999,2264.841,8754.182
8144.3864395,3.613,1000,2265.119,8755.185
8145.3812028,3.613,999,2265.397,8756.188
8146.3943294,3.613,999,2265.675,8757.191
8147.3841056,3.613,999,2265.952,8758.194
8148.3828162,3.613,1000,2266.23,8759.197
8149.3864858,3.613,999,2266.508,8760.2
8150.3866317,3.613,999,2266.786,8761.203
8151.3793329,3.613,1000,2267.063,8762.206
8152.3743414,3.613,999,2267.341,8763.208
8153.373382,3.613,999,2267.619,8764.211
8154.3808578,3.613,999,2267.897,8765.214
8155.3806391,3.613,999,2268.175,8766.217
8156.3654767,3.613,999,2268.452,8767.219
8157.3789864,3.613,1000,2268.73,8768.222
8158.3652324,3.611,999,2269.008,8769.225
8159.380009,3.613,999,2269.286,8770.228
8160.3659677,3.613,1000,2269.563,8771.23
8161.3649289,3.611,999,2269.841,8772.233
8162.3779601,3.611,999,2270.119,8773.236
8163.3671416,3.611,999,2270.397,8774.239
8164.3548285,3.613,999,2270.672,8775.231
8165.3699274,3.611,999,2270.952,8776.244
8166.349622,3.613,999,2271.23,8777.247
8167.3651015,3.613,999,2271.508,8778.249
8168.3648455,3.611,999,2271.788,8779.262
8169.3490884,3.611,1000,2272.063,8780.255
8170.3655783,3.613,999,2272.341,8781.257
8171.3497298,3.611,999,2272.619,8782.26
8172.3649283,3.613,999,2272.897,8783.262
8173.3500538,3.611,999,2273.175,8784.265
8174.3532331,3.613,999,2273.452,8785.267
8175.3556295,3.611,999,2273.73,8786.27
8176.3427126,3.611,1000,2274.008,8787.272
8177.3437815,3.613,999,2274.286,8788.275
8178.3447111,3.611,999,2274.563,8789.277
8179.3462425,3.613,999,2274.841,8790.28
8180.3469494,3.611,999,2275.119,8791.282
8181.3471525,3.611,999,2275.397,8792.285
8182.3325027,3.611,999,2275.675,8793.287
8183.3439772,3.611,999,2275.952,8794.29
8184.3336698,3.611,999,2276.23,8795.292
8185.3496809,3.611,1000,2276.508,8796.294
8186.3354601,3.611,999,2276.786,8797.297
8187.3365219,3.609,999,2277.063,8798.299
8188.3372427,3.611,999,2277.341,8799.301
8189.3377604,3.611,1000,2277.619,8800.304
8190.3227414,3.611,999,2277.897,8801.306
8191.3385765,3.611,999,2278.175,8802.308
8192.3239594,3.611,999,2278.452,8803.31
8193.3398693,3.611,1000,2278.73,8804.312
8194.3246714,3.609,999,2279.008,8805.315
8195.3247837,3.611,999,2279.286,8806.317
8196.3254775,3.609,999,2279.563,8807.319
8197.3267066,3.611,999,2279.841,8808.321
8198.3263015,3.609,999,2280.119,8809.323
8199.3264452,3.611,999,2280.397,8810.325
8200.3213314,3.609,999,2280.675,8811.327
8201.3283515,3.609,999,2280.952,8812.329
8202.3133513,3.611,999,2281.23,8813.331
8203.3292671,3.609,999,2281.508,8814.333
8204.3147533,3.611,999,2281.786,8815.335
8205.3153979,3.607,1000,2282.063,8816.337
8206.3157472,3.609,999,2282.341,8817.339
8207.3162003,3.609,999,2282.619,8818.341
8208.3008005,3.609,999,2282.897,8819.343
8209.3171825,3.609,999,2283.175,8820.345
8210.3025563,3.609,999,2283.452,8821.346
8211.3185239,3.609,1000,2283.73,8822.348
8212.3032492,3.609,999,2284.008,8823.35
8213.3036267,3.609,999,2284.286,8824.352
8214.3044007,3.607,999,2284.563,8825.353
8215.3048123,3.609,999,2284.841,8826.355
8216.3022065,3.607,1000,2285.119,8827.356
8217.3022477,3.609,999,2285.397,8828.358
8218.2974673,3.607,999,2285.675,8829.359
8219.3023265,3.607,999,2285.952,8830.361
8220.2873599,3.607,999,2286.23,8831.362
8221.2914965,3.607,999,2286.508,8832.364
8222.2914832,3.609,1000,2286.786,8833.365
8223.2882616,3.607,999,2287.063,8834.367
8224.3030851,3.609,999,2287.341,8835.368
8225.2874455,3.607,999,2287.619,8836.369
8226.2873052,3.607,999,2287.897,8837.37
8227.2871144,3.607,999,2288.175,8838.372
8228.2874341,3.607,999,2288.452,8839.373
8229.2866158,3.605,1000,2288.73,8840.374
8230.2774495,3.607,999,2289.008,8841.375
8231.2764113,3.607,1000,2289.286,8842.376
8232.2875217,3.605,1000,2289.563,8843.377
8233.2714227,3.607,999,2289.838,8844.368
8234.2743912,3.605,999,2290.119,8845.379
8235.2762739,3.607,999,2290.397,8846.38
8236.2709946,3.603,999,2290.675,8847.381
8237.2869716,3.605,1000,2290.952,8848.382
8238.2736621,3.605,999,2291.23,8849.383
8239.2608519,3.605,999,2291.508,8850.384
8240.2739875,3.605,1000,2291.786,8851.384
8241.2744247,3.605,999,2292.063,8852.385
8242.2574892,3.605,1000,2292.341,8853.386
8243.2720306,3.605,999,2292.619,8854.387
8244.2676942,3.605,1000,2292.897,8855.387
8245.2763416,3.603,999,2293.175,8856.388
8246.2690419,3.605,1000,2293.452,8857.388
8247.2577173,3.603,999,2293.73,8858.389
8248.2654343,3.605,999,2294.008,8859.389
8249.255851,3.603,1000,2294.286,8860.389
8250.256239,3.603,999,2294.563,8861.39
8251.2553848,3.605,999,2294.841,8862.39
8252.2553786,3.603,999,2295.119,8863.39
8253.2556235,3.605,999,2295.397,8864.39
8254.2562293,3.603,999,2295.675,8865.39
8255.2406989,3.603,999,2295.952,8866.39
8256.2556875,3.601,1000,2296.23,8867.391
8257.2431415,3.601,1000,2296.508,8868.39
8258.2568108,3.603,999,2296.786,8869.39
8259.2396627,3.601,1000,2297.063,8870.39
8260.2401593,3.603,999,2297.341,8871.39
8261.2400729,3.601,999,2297.619,8872.39
8262.2400285,3.601,1000,2297.897,8873.389
8263.2403843,3.601,1000,2298.175,8874.389
8264.2399841,3.601,999,2298.452,8875.389
8265.2397594,3.599,999,2298.73,8876.388
8266.2399366,3.601,999,2299.008,8877.388
8267.2399924,3.599,999,2299.286,8878.387
8268.240293,3.601,999,2299.563,8879.386
8269.2405522,3.601,1000,2299.841,8880.386
8270.2242355,3.599,999,2300.119,8881.385
8271.2399946,3.601,999,2300.397,8882.384
8272.2244042,3.599,999,2300.675,8883.384
8273.224638,3.601,1000,2300.952,8884.383
8274.2249634,3.599,1000,2301.23,8885.382
8275.2237602,3.601,999,2301.508,8886.381
8276.2255337,3.599,999,2301.786,8887.38
8277.2256822,3.599,1000,2302.063,8888.379
8278.2248511,3.599,1000,2302.341,8889.378
8279.2296869,3.599,999,2302.619,8890.377
8280.2142592,3.599,1000,2302.897,8891.376
8281.2089321,3.598,999,2303.175,8892.375
8282.2241809,3.599,999,2303.452,8893.374
8283.2143778,3.598,999,2303.73,8894.373
8284.2247717,3.598,1000,2304.008,8895.371
8285.2085734,3.598,999,2304.286,8896.37
8286.2087137,3.598,999,2304.563,8897.369
8287.2087378,3.598,1000,2304.841,8898.368
8288.208035,3.598,999,2305.119,8899.366
8289.2087498,3.598,999,2305.397,8900.365
8290.2088772,3.598,999,2305.675,8901.364
8291.2088897,3.598,999,2305.952,8902.362
8292.2099732,3.596,999,2306.23,8903.361
8293.2086639,3.598,1000,2306.508,8904.359
8294.1931181,3.596,999,2306.786,8905.358
8295.2072627,3.598,999,2307.063,8906.356
8296.1924861,3.596,999,2307.341,8907.355
8297.2087376,3.596,999,2307.619,8908.353
8298.1989714,3.596,999,2307.897,8909.351
8299.1945844,3.596,999,2308.175,8910.35
8300.1950441,3.598,999,2308.452,8911.348
8301.1966026,3.596,999,2308.73,8912.346
8302.1970036,3.596,1000,2309.008,8913.344
8303.195824,3.596,1000,2309.286,8914.343
8304.1823749,3.596,1000,2309.563,8915.341
8305.1982654,3.594,999,2309.841,8916.339
8306.1830889,3.596,999,2310.119,8917.337
8307.1834333,3.594,999,2310.397,8918.334
8308.1933121,3.594,1000,2310.675,8919.332
8309.1772219,3.594,999,2310.952,8920.33
8310.1932868,3.594,999,2311.23,8921.328
8311.1777092,3.594,1000,2311.508,8922.325
8312.177229,3.594,999,2311.786,8923.323
8313.1756629,3.594,999,2312.063,8924.321
8314.178808,3.592,999,2312.341,8925.318
8315.162449,3.594,1000,2312.619,8926.316
8316.1779302,3.594,1000,2312.897,8927.313
8317.1636542,3.594,999,2313.175,8928.311
8318.1774435,3.594,1000,2313.452,8929.308
8319.1774671,3.592,1000,2313.73,8930.305
8320.1617364,3.592,1000,2314.008,8931.303
8321.1774375,3.592,999,2314.286,8932.3
8322.1622709,3.594,1000,2314.563,8933.297
8323.1616292,3.592,1000,2314.841,8934.294
8324.1642356,3.592,999,2315.119,8935.292
8325.1617663,3.592,999,2315.397,8936.289
8326.1631103,3.592,1000,2315.675,8937.286
8327.1645041,3.592,999,2315.952,8938.283
8328.1570374,3.592,999,2316.23,8939.28
8329.1617285,3.592,999,2316.508,8940.277
8330.1467928,3.592,1000,2316.786,8941.274
8331.1648315,3.592,999,2317.063,8942.271
8332.1616318,3.592,999,2317.341,8943.268
8333.1460493,3.592,999,2317.619,8944.264
8334.152292,3.59,999,2317.897,8945.261
8335.1460004,3.592,1000,2318.175,8946.258
8336.1476726,3.592,1000,2318.452,8947.255
8337.1459267,3.592,999,2318.73,8948.251
8338.1366208,3.592,999,2319.008,8949.248
8339.1524729,3.59,999,2319.286,8950.245
8340.1459642,3.59,999,2319.563,8951.241
8341.1303744,3.59,999,2319.841,8952.238
8342.1466466,3.59,1000,2320.119,8953.234
8343.1320233,3.59,999,2320.397,8954.231
8344.1495207,3.59,999,2320.675,8955.227
8345.1344943,3.588,1000,2320.952,8956.223
8346.13007,3.59,999,2321.23,8957.22
8347.1319644,3.59,999,2321.508,8958.216
8348.1251736,3.59,999,2321.786,8959.213
8349.1304318,3.59,1000,2322.063,8960.209
8350.1308858,3.588,999,2322.341,8961.205
8351.119514,3.588,999,2322.619,8962.201
8352.1333343,3.588,999,2322.897,8963.198
8353.1307095,3.59,1000,2323.175,8964.194
8354.1166451,3.588,999,2323.452,8965.19
8355.1347275,3.59,999,2323.73,8966.186
8356.1147308,3.588,999,2324.008,8967.182
8357.1312903,3.588,999,2324.286,8968.178
8358.1221229,3.59,999,2324.563,8969.174
8359.1152217,3.588,999,2324.841,8970.17
8360.1307547,3.588,1000,2325.119,8971.166
8361.1141186,3.588,999,2325.397,8972.162
8362.1151591,3.588,999,2325.675,8973.158
8363.1117316,3.588,999,2325.952,8974.154
8364.1028754,3.588,1000,2326.23,8975.15
8365.1207473,3.588,1000,2326.508,8976.145
8366.1155252,3.588,1000,2326.786,8977.141
8367.0992513,3.586,1000,2327.063,8978.137
8368.1196329,3.586,999,2327.341,8979.133
8369.1034391,3.588,999,2327.619,8980.128
8370.0931035,3.586,999,2327.894,8981.114
8371.0996657,3.588,999,2328.175,8982.12
8372.0984099,3.586,999,2328.452,8983.115
8373.0997886,3.588,999,2328.73,8984.111
8374.10537,3.586,999,2329.008,8985.107
8375.099788,3.586,999,2329.286,8986.102
8376.1085131,3.586,999,2329.563,8987.098
8377.1013769,3.588,1000,2329.841,8988.093
8378.1053139,3.588,999,2330.119,8989.089
8379.1007548,3.586,999,2330.397,8990.084
8380.0837985,3.586,999,2330.675,8991.08
8381.090017,3.586,1000,2330.952,8992.075
8382.0842348,3.586,1000,2331.23,8993.071
8383.0838796,3.586,1000,2331.508,8994.066
8384.0834466,3.586,999,2331.786,8995.061
8385.0848637,3.586,999,2332.063,8996.057
8386.0882168,3.586,999,2332.341,8997.052
8387.086468,3.586,999,2332.619,8998.047
8388.0717614,3.584,1000,2332.897,8999.043
8389.0885211,3.586,999,2333.175,9000.038
8390.0831679,3.584,1000,2333.452,9001.033
8391.0851906,3.586,999,2333.73,9002.029
8392.0716396,3.586,999,2334.008,9003.024
8393.068804,3.586,999,2334.286,9004.019
8394.0821959,3.584,1000,2334.563,9005.014
8395.071098,3.586,1000,2334.841,9006.01
8396.0681159,3.584,999,2335.119,9007.005
8397.0695012,3.586,999,2335.397,9008
8398.0726901,3.584,1000,2335.675,9008.995
8399.0681953,3.584,999,2335.952,9009.99
8400.0686546,3.586,999,2336.23,9010.985
8401.0673379,3.584,1000,2336.508,9011.981
8402.069314,3.584,999,2336.786,9012.976
8403.0674733,3.584,1000,2337.063,9013.971
8404.0549361,3.586,1000,2337.341,9014.966
8405.0679797,3.584,999,2337.619,9015.961
8406.0558885,3.584,999,2337.897,9016.956
8407.0564548,3.586,1000,2338.175,9017.951
8408.0613373,3.584,999,2338.452,9018.946
8409.0445582,3.584,1000,2338.73,9019.941
8410.060701,3.584,999,2339.008,9020.936
8411.0458396,3.586,999,2339.286,9021.931
8412.0616991,3.586,999,2339.563,9022.926
8413.0468306,3.584,999,2339.841,9023.921
8414.0478336,3.584,1000,2340.119,9024.916
8415.0483626,3.586,999,2340.397,9025.911
8416.0490237,3.586,999,2340.675,9026.906
8417.0337882,3.584,999,2340.952,9027.901
8418.0399103,3.584,1000,2341.23,9028.896
8419.0356977,3.584,1000,2341.508,9029.891
8420.0514804,3.584,999,2341.786,9030.886
8421.0367456,3.584,1000,2342.063,9031.881
8422.0369786,3.584,999,2342.341,9032.876
8423.0341791,3.584,1000,2342.619,9033.871
8424.0389498,3.584,1000,2342.897,9034.865
8425.039796,3.584,999,2343.175,9035.86
8426.0401985,3.584,999,2343.452,9036.855
8427.0248757,3.584,999,2343.73,9037.85
8428.0307612,3.583,1000,2344.011,9038.855
8429.0265266,3.584,999,2344.286,9039.839
8430.0272579,3.583,999,2344.563,9040.834
8431.0272687,3.584,999,2344.841,9041.829
8432.0274212,3.584,999,2345.119,9042.824
8433.0281773,3.584,999,2345.397,9043.819
8434.0300677,3.584,1000,2345.675,9044.813
8435.0136615,3.583,999,2345.952,9045.808
8436.0301729,3.584,999,2346.23,9046.803
8437.0146954,3.584,999,2346.508,9047.798
8438.0198774,3.583,999,2346.786,9048.792
8439.0155129,3.583,999,2347.063,9049.787
8440.016288,3.584,999,2347.341,9050.782
8441.0164118,3.584,999,2347.619,9051.777
8442.0174122,3.583,999,2347.897,9052.771
8443.0025311,3.584,1000,2348.175,9053.766
8444.0190887,3.584,999,2348.452,9054.761
8445.0045365,3.583,999,2348.73,9055.755
8446.0202492,3.584,999,2349.008,9056.75
8447.0049779,3.584,999,2349.286,9057.745
8447.994165,3.582,999,2349.563,9058.74
8449.005728,3.584,1000,2349.841,9059.734
8450.0066778,3.583,1000,2350.119,9060.729
8451.0068373,3.583,999,2350.397,9061.724
8452.00746,3.583,1000,2350.675,9062.718
8452.9928375,3.584,999,2350.952,9063.713
8454.0086055,3.584,999,2351.23,9064.708
8454.993764,3.583,999,2351.508,9065.702
8456.0100487,3.584,1000,2351.786,9066.697
8457.00541,3.583,999,2352.063,9067.692
8457.9948827,3.583,999,2352.341,9068.687
8458.9923821,3.583,1000,2352.619,9069.681
8459.990112,3.584,999,2352.897,9070.676
8460.9809952,3.583,1000,2353.175,9071.671
8461.9894498,3.584,1000,2353.452,9072.665
8462.9906516,3.583,999,2353.73,9073.66
8463.9958876,3.584,1000,2354.008,9074.654
8464.9882051,3.583,999,2354.286,9075.649
8465.9747696,3.583,1000,2354.563,9076.644
8466.9958125,3.583,999,2354.841,9077.638
8467.9734196,3.584,999,2355.119,9078.633
8468.9887532,3.583,999,2355.397,9079.628
8469.9743162,3.582,999,2355.675,9080.622
8470.9747946,3.583,999,2355.952,9081.617
8471.9779989,3.583,1000,2356.23,9082.611
8472.9747167,3.583,1000,2356.508,9083.606
8473.972985,3.583,1000,2356.786,9084.601
8474.9736486,3.583,999,2357.063,9085.595
8475.9764939,3.584,999,2357.341,9086.59
8476.9747537,3.583,999,2357.619,9087.585
8477.9741723,3.584,1000,2357.897,9088.579
8478.9586185,3.583,999,2358.175,9089.574
8479.9780407,3.583,999,2358.452,9090.568
8480.9587761,3.584,1000,2358.73,9091.563
8481.9748148,3.584,1000,2359.008,9092.557
8482.9731039,3.584,999,2359.286,9093.552
8483.9590105,3.583,1000,2359.563,9094.547
8484.9740454,3.583,999,2359.841,9095.541
8485.96404,3.583,1000,2360.119,9096.536
8486.9591035,3.583,999,2360.4,9097.54
8487.964905,3.583,1000,2360.675,9098.525
8488.9597967,3.583,1000,2360.952,9099.519
8489.9598302,3.583,999,2361.23,9100.514
8490.9582015,3.583,999,2361.508,9101.508
8491.9495689,3.583,999,2361.786,9102.503
8492.9587804,3.583,999,2362.063,9103.498
8493.9438183,3.583,1000,2362.341,9104.492
8494.945961,3.583,999,2362.619,9105.487
8495.9432275,3.583,1000,2362.897,9106.481
8496.9494856,3.583,999,2363.175,9107.476
8497.9485096,3.583,999,2363.452,9108.47
8498.9431137,3.583,1000,2363.73,9109.465
8499.9434676,3.583,999,2364.008,9110.459
8500.9487773,3.583,999,2364.286,9111.454
8501.9425195,3.581,1000,2364.563,9112.448
8502.9429789,3.583,1000,2364.841,9113.442
8503.9433646,3.583,999,2365.119,9114.437
8504.928126,3.583,1000,2365.397,9115.431
8505.947689,3.581,1000,2365.675,9116.425
8506.9399757,3.581,999,2365.95,9117.41
8507.9327528,3.581,999,2366.23,9118.414
8508.9280924,3.583,1000,2366.508,9119.408
8509.9279545,3.581,1000,2366.786,9120.403
8510.9289958,3.583,1000,2367.063,9121.397
8511.927428,3.583,999,2367.341,9122.391
8512.9143355,3.581,1000,2367.619,9123.386
8513.9277124,3.583,999,2367.897,9124.38
8514.9277346,3.581,999,2368.175,9125.374
8515.9121413,3.583,999,2368.452,9126.369
8516.9274803,3.581,999,2368.73,9127.363
8517.9152116,3.581,1000,2369.008,9128.357
8518.9267794,3.581,999,2369.286,9129.351
8519.9118754,3.583,999,2369.563,9130.346
8520.9119687,3.581,999,2369.841,9131.34
8521.9129099,3.581,1000,2370.119,9132.334
8522.912355,3.583,999,2370.397,9133.328
8523.9117511,3.581,1000,2370.675,9134.322
8524.9118438,3.581,1000,2370.952,9135.317
8525.8966348,3.581,1000,2371.23,9136.311
8526.9118549,3.581,999,2371.508,9137.305
8527.9119192,3.581,999,2371.786,9138.299
8528.896568,3.581,999,2372.063,9139.293
8529.9116433,3.581,999,2372.341,9140.287
8530.896395,3.581,999,2372.619,9141.281
8531.9125586,3.583,999,2372.897,9142.275
8532.8997612,3.581,999,2373.175,9143.27
8533.8873289,3.581,1000,2373.452,9144.264
8534.8969995,3.581,999,2373.73,9145.258
8535.8967662,3.581,999,2374.008,9146.252
8536.8812808,3.581,999,2374.286,9147.246
8537.8964226,3.581,999,2374.563,9148.24
8538.8808279,3.581,1000,2374.841,9149.234
8539.9027709,3.581,999,2375.119,9150.228
8540.8960824,3.581,999,2375.397,9151.222
8541.8806243,3.581,999,2375.675,9152.216
8542.894855,3.581,999,2375.952,9153.21
8543.8812188,3.581,999,2376.23,9154.204
8544.8969793,3.581,1000,2376.508,9155.198
8545.8794799,3.579,1000,2376.786,9156.192
8546.87959,3.581,999,2377.063,9157.186
8547.879949,3.579,999,2377.341,9158.18
8548.8795849,3.581,1000,2377.619,9159.174
8549.8648407,3.581,1000,2377.897,9160.168
8550.8862588,3.579,999,2378.175,9161.161
8551.8666941,3.581,999,2378.452,9162.155
8552.8833481,3.579,999,2378.73,9163.149
8553.8684,3.581,999,2379.008,9164.143
8554.8713377,3.579,999,2379.286,9165.137
8555.8697084,3.581,999,2379.563,9166.13
8556.8700921,3.579,999,2379.841,9167.124
8557.8710271,3.579,999,2380.119,9168.118
8558.8653422,3.579,1000,2380.397,9169.111
8559.8648401,3.579,1000,2380.675,9170.105
8560.8652947,3.581,999,2380.952,9171.099
8561.865314,3.579,999,2381.23,9172.092
8562.8494866,3.581,999,2381.508,9173.086
8563.8649331,3.579,999,2381.786,9174.08
8564.8500055,3.581,999,2382.063,9175.073
8565.8651106,3.579,999,2382.341,9176.067
8566.8509441,3.579,1000,2382.619,9177.061
8567.8494767,3.579,999,2382.897,9178.054
8568.853012,3.579,999,2383.175,9179.047
8569.849248,3.581,1000,2383.452,9180.041
8570.8536023,3.579,999,2383.73,9181.035
8571.8557345,3.579,999,2384.008,9182.028
8572.8509339,3.577,999,2384.286,9183.021
8573.8500322,3.579,1000,2384.563,9184.015
8574.8495896,3.577,999,2384.841,9185.008
8575.8306925,3.579,999,2385.116,9185.991
8576.8497364,3.579,999,2385.397,9186.995
8577.8466416,3.579,999,2385.675,9187.988
8578.8491035,3.579,999,2385.952,9188.981
8579.8483784,3.579,999,2386.23,9189.975
8580.834144,3.579,999,2386.508,9190.968
8581.8493618,3.577,999,2386.786,9191.961
8582.8353856,3.579,1000,2387.063,9192.954
8583.8496081,3.577,1000,2387.341,9193.947
8584.8428687,3.579,1000,2387.619,9194.94
8585.8205008,3.577,999,2387.897,9195.934
8586.8396241,3.577,1000,2388.175,9196.927
8587.8237535,3.577,999,2388.452,9197.92
8588.8238633,3.577,1000,2388.73,9198.913
8589.8242265,3.579,1000,2389.008,9199.906
8590.8258928,3.575,999,2389.286,9200.899
8591.8315709,3.577,999,2389.563,9201.891
8592.825294,3.575,1000,2389.841,9202.884
8593.8161323,3.577,1000,2390.119,9203.877
8594.8292222,3.577,999,2390.397,9204.87
8595.8189011,3.577,999,2390.675,9205.863
8596.8106752,3.577,1000,2390.952,9206.856
8597.8191102,3.577,999,2391.23,9207.848
8598.8097946,3.577,1000,2391.508,9208.841
8599.8237731,3.575,999,2391.786,9209.834
8600.8207423,3.577,1000,2392.063,9210.826
8601.8089362,3.575,999,2392.341,9211.819
8602.8199826,3.577,999,2392.619,9212.812
8603.8076755,3.575,999,2392.897,9213.804
8604.8113079,3.575,999,2393.175,9214.797
8605.8031813,3.575,999,2393.452,9215.789
8606.8074562,3.575,999,2393.73,9216.782
8607.8048626,3.575,1000,2394.008,9217.774
8608.8067198,3.575,999,2394.286,9218.767
8609.7897748,3.575,1000,2394.563,9219.759
8610.8028049,3.575,1000,2394.841,9220.752
8611.7882351,3.575,1000,2395.119,9221.744
8612.8025324,3.573,999,2395.397,9222.736
8613.8036896,3.575,1000,2395.675,9223.728
8614.7874008,3.573,1000,2395.952,9224.721
8615.8038625,3.575,999,2396.23,9225.713
8616.7881071,3.575,1000,2396.508,9226.705
8617.7929028,3.575,999,2396.786,9227.697
8618.7946874,3.575,999,2397.063,9228.689
8619.788443,3.573,999,2397.341,9229.681
8620.7888248,3.573,999,2397.619,9230.672
8621.7925763,3.571,999,2397.897,9231.664
8622.777049,3.575,999,2398.175,9232.656
8623.7856501,3.573,1000,2398.452,9233.648
8624.7766403,3.573,999,2398.73,9234.64
8625.7866963,3.573,999,2399.008,9235.632
8626.7863552,3.573,999,2399.286,9236.623
8627.7713419,3.573,999,2399.563,9237.615
8628.7757033,3.571,999,2399.841,9238.606
8629.7740501,3.573,999,2400.119,9239.598
8630.7870666,3.571,999,2400.397,9240.59
8631.7770465,3.573,999,2400.675,9241.581
8632.7738325,3.571,999,2400.952,9242.573
8633.7760919,3.571,999,2401.23,9243.564
8634.7644088,3.571,1000,2401.508,9244.555
8635.7652699,3.571,1000,2401.786,9245.546
8636.7788669,3.573,1000,2402.063,9246.538
8637.7709334,3.571,999,2402.341,9247.529
8638.7797339,3.571,999,2402.619,9248.52
8639.7572525,3.571,999,2402.897,9249.511
8640.7559793,3.571,999,2403.175,9250.502
8641.7713448,3.569,1000,2403.452,9251.493
8642.7551974,3.571,1000,2403.73,9252.484
8643.7719552,3.569,999,2404.008,9253.475
8644.7567416,3.569,999,2404.286,9254.466
8645.7578643,3.571,999,2404.563,9255.457
8646.7580034,3.569,999,2404.841,9256.448
8647.7588155,3.571,999,2405.119,9257.439
8648.7518753,3.569,999,2405.397,9258.429
8649.7596302,3.569,999,2405.675,9259.42
8650.7448703,3.568,999,2405.952,9260.41
8651.7615758,3.569,999,2406.23,9261.401
8652.7468725,3.569,1000,2406.508,9262.392
8653.7445916,3.569,1000,2406.786,9263.382
8654.747223,3.569,999,2407.063,9264.373
8655.7480641,3.568,999,2407.341,9265.363
8656.7485752,3.569,999,2407.619,9266.354
8657.7492695,3.568,999,2407.897,9267.344
8658.7407416,3.569,1000,2408.175,9268.335
8659.7515016,3.566,1000,2408.452,9269.325
8660.7378252,3.568,999,2408.73,9270.315
8661.7231694,3.568,1000,2409.008,9271.306
8662.7429409,3.568,999,2409.286,9272.296
8663.7241627,3.568,999,2409.563,9273.287
8664.7415875,3.568,999,2409.841,9274.277
8665.7291863,3.568,999,2410.119,9275.267
8666.727454,3.566,999,2410.397,9276.257
8667.7277208,3.568,999,2410.675,9277.247
8668.7330257,3.566,999,2410.952,9278.237
8669.7247128,3.568,999,2411.23,9279.227
8670.7244182,3.566,999,2411.508,9280.217
8671.7232218,3.566,999,2411.786,9281.207
8672.7270476,3.566,999,2412.063,9282.197
8673.7243755,3.566,999,2412.341,9283.187
8674.7156632,3.566,1000,2412.619,9284.177
8675.7162808,3.564,999,2412.897,9285.167
8676.7096256,3.566,999,2413.175,9286.156
8677.7239545,3.564,999,2413.452,9287.146
8678.7143047,3.566,999,2413.73,9288.136
8679.7124447,3.564,999,2414.008,9289.125
8680.7251005,3.566,999,2414.286,9290.115
8681.7093463,3.564,999,2414.563,9291.104
8682.7078956,3.564,999,2414.841,9292.093
8683.7106337,3.564,999,2415.119,9293.083
8684.7090254,3.566,999,2415.397,9294.072
8685.7169355,3.564,1000,2415.675,9295.062
8686.7089099,3.564,999,2415.952,9296.051
8687.6969749,3.564,1000,2416.23,9297.04
8688.7135552,3.562,999,2416.508,9298.029
8689.7000341,3.564,1000,2416.786,9299.018
8690.709881,3.562,999,2417.063,9300.007
8691.6956943,3.564,999,2417.341,9300.996
8692.6961292,3.562,999,2417.619,9301.985
8693.6994336,3.564,999,2417.897,9302.973
8694.6932802,3.562,999,2418.175,9303.962
8695.6933471,3.562,999,2418.452,9304.951
8696.6943253,3.562,999,2418.73,9305.939
8697.6825584,3.562,999,2419.008,9306.928
8698.6973105,3.562,999,2419.286,9307.917
8699.6918751,3.56,999,2419.563,9308.905
8700.6773069,3.562,999,2419.841,9309.894
8701.6930982,3.562,999,2420.119,9310.882
8702.6824378,3.562,999,2420.397,9311.871
8703.6957922,3.562,1000,2420.675,9312.859
8704.6778946,3.56,999,2420.952,9313.847
8705.6787755,3.562,1000,2421.23,9314.836
8706.6783443,3.56,999,2421.508,9315.824
